type,title,cast,release_year,duration,listed_in,plataform
Movie,In the Cut,"Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Nick Damici, Sharrieff Pugh, Kevin Bacon, Yaani King Mondschein, Heather Litteer",2003,118,Thrillers,netflix
TV Show,Luv Kushh,,2012,1,Kids' TV,netflix
TV Show,Pororo - The Little Penguin,,2013,3,"Kids' TV, Korean TV Shows",netflix
TV Show,Q-Force,"Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers",2021,1,"Crime TV Shows, TV Action & Adventure, TV Comedies",netflix
Movie,Shikara,"Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai",2020,115,"Dramas, International Movies, Romantic Movies",netflix
Movie,A Cinderella Story,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg",2004,95,"Children & Family Movies, Comedies",netflix
Movie,Agatha Christie's Crooked House,"Glenn Close, Terence Stamp, Max Irons, Gillian Anderson, Christina Hendricks, Stefanie Martini, Julian Sands, Honor Kneafsey, Christian McKay, Amanda Abbington",2017,115,"Dramas, International Movies, Thrillers",netflix
Movie,An Unfinished Life,"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson",2005,108,Dramas,netflix
Movie,Barbie Big City Big Dreams,"America Young, Amber May, Giselle Fernandez, Alejandro Saab, Dinora Walcott",2021,63,"Children & Family Movies, Music & Musicals",netflix
Movie,Blade Runner: The Final Cut,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull",1982,117,"Action & Adventure, Classic Movies, Cult Movies",netflix
TV Show,Brave Animated Series,"Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui",2021,1,"International TV Shows, TV Action & Adventure, TV Comedies",netflix
Movie,Chappie,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede",2015,121,"Action & Adventure, Sci-Fi & Fantasy",netflix
Movie,Clear and Present Danger,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz",1994,142,"Action & Adventure, Dramas",netflix
Movie,Cliffhanger,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield",1993,113,Action & Adventure,netflix
Movie,Cold Mountain,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone",2003,154,"Dramas, Romantic Movies",netflix
Movie,Crocodile Dundee in Los Angeles,"Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson",2001,95,"Action & Adventure, Comedies",netflix
Movie,Dear John,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter",2010,108,"Dramas, Romantic Movies",netflix
Movie,Do the Right Thing,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval",1989,120,"Classic Movies, Comedies, Dramas",netflix
Movie,"El patrón, radiografía de un crimen","Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva, Victoria Raposo, Andrea Garrote",2014,100,"Dramas, International Movies, Thrillers",netflix
Movie,Extraction,"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen",2015,82,Action & Adventure,netflix
Movie,Freedom Writers,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith",2007,124,Dramas,netflix
Movie,Green Lantern,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett",2011,114,"Action & Adventure, Sci-Fi & Fantasy",netflix
Movie,House Party,"Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges",1990,104,"Comedies, Cult Movies",netflix
Movie,House Party 2,"Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah",1991,94,"Comedies, Cult Movies, Music & Musicals",netflix
Movie,House Party 3,"Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander",1994,94,"Comedies, Music & Musicals",netflix
TV Show,How to Be a Cowboy,,2021,1,Reality TV,netflix
TV Show,HQ Barbers,"Hakeem Kae-Kazim, Chioma Omeruah, Orukotan Adejola, Flora Chiedo, Emeka Nwagbaraocha, Anthony Oseyemi, Oluwabukola Thomas, Soibifaa Dokubo",2020,1,TV Shows,netflix
Movie,I Got the Hook Up,"Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X",1998,93,"Action & Adventure, Comedies",netflix
Movie,In Too Deep,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri",1999,97,Thrillers,netflix
Movie,Initial D,"Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee",2005,109,"Action & Adventure, International Movies",netflix
Movie,Janoskians: Untold and Untrue,"Jai Brooks, Luke Brooks, James Yammouni, Daniel Sahyounie, Beau Brooks",2016,88,Comedies,netflix
TV Show,Kid-E-Cats,"Lori Gardner, Kate Bristol, Billy Bob Thompson, Marc Thompson, Erica Schroeder",2016,2,Kids' TV,netflix
TV Show,Kuroko's Basketball,"Kensho Ono, Yuki Ono, Chiwa Saito, Yoshimasa Hosoya, Hirofumi Nojima, Kenji Hamada, Takuya Eguchi, Soichiro Hoshi, Tatsuhisa Suzuki, Go Inoue, Daisuke Ono, Ryohei Kimura, Junichi Suwabe, Kazuya Nakai, Fumiko Orikasa, Kenichi Suzumura, Kisho Taniyama, Hiroshi Kamiya",2015,3,"Anime Series, International TV Shows, Teen TV Shows",netflix
Movie,Labyrinth,"David Bowie, Jennifer Connelly, Frank Oz, Kevin Clash, Anthony Asbury, Dave Goelz, Brian Henson, Ron Mueck, Karen Prell, Shari Weiser",1986,101,"Action & Adventure, Children & Family Movies, Cult Movies",netflix
Movie,Letters to Juliet,"Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan",2010,105,"Comedies, Dramas, Romantic Movies",netflix
Movie,Level 16,"Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira",2018,102,"Sci-Fi & Fantasy, Thrillers",netflix
Movie,Love Don't Cost a Thing,"Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman",2003,101,"Comedies, Romantic Movies",netflix
Movie,Love in a Puff,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Isabel Chan, Cheung Tat-ming, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok",2010,103,"Comedies, Dramas, International Movies",netflix
TV Show,Major Dad,"Gerald McRaney, Shanna Reed, Nicole Dubuc, Chelsea Hertford, Marisa Ryan, Matt Mulhern, Beverly Archer, Jon Cypher",1992,4,TV Comedies,netflix
Movie,Mars Attacks!,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman",1996,106,"Comedies, Cult Movies, Sci-Fi & Fantasy",netflix
Movie,Marshall,"Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, Dan Stevens, James Cromwell, Keesha Sharp, Roger Guenveur Smith, Derrick Baskin, Barrett Doss",2017,118,Dramas,netflix
Movie,My Boss's Daughter,"Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon",2003,86,"Comedies, Romantic Movies",netflix
Movie,Mystery Men,"Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo, Kel Mitchell, Paul Reubens, Wes Studi, Greg Kinnear, Geoffrey Rush, Lena Olin, Eddie Izzard, Artie Lange, Pras, Claire Forlani, Tom Waits",1999,121,"Action & Adventure, Comedies",netflix
TV Show,Oldsters,"Patricio Contreras, Alejandro Goic, Sergio Hernández, Mariana Loyola Ruz, Alejandro Trejo, Daniel Alcaíno Cuevas, Nicolás Poblete, Susana Hidalgo, Gloria Münchmeyer",2019,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix
Movie,Once Upon a Time in America,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden",1984,229,"Classic Movies, Dramas",netflix
Movie,Open Season 2,"Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack",2008,76,"Children & Family Movies, Comedies",netflix
Movie,Osmosis Jones,"Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Ron Howard, Kid Rock, Ben Stein",2001,95,"Action & Adventure, Children & Family Movies, Comedies",netflix
Movie,Poseidon,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez",2006,98,"Action & Adventure, Dramas",netflix
Movie,Rhyme & Reason,"Too $hort, B-Real, Kurtis Blow, Da Brat, Grandmaster Caz, Sean ""P. Diddy"" Combs, Chuck D., Desiree Densiti, Dr. Dre, E-40, MC Eiht, Heavy D, Lauryn Hill, Ice-T, Wyclef Jean, Ras Kass, KRS-One, L.V., Mack 10, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange, Suave",1997,89,"Documentaries, Music & Musicals",netflix
Movie,Same Kind of Different as Me,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt",2017,120,"Dramas, Faith & Spirituality",netflix
Movie,School of Rock,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green",2003,110,"Comedies, Music & Musicals",netflix
Movie,Snervous Tyler Oakley,Tyler Oakley,2015,83,"Documentaries, LGBTQ Movies",netflix
Movie,Tears of the Sun,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie",2003,121,"Action & Adventure, Dramas",netflix
Movie,The Blue Lagoon,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Elva Josephson, Glenn Kohan, Alan Hopgood, Gus Mercurio",1980,105,"Dramas, Romantic Movies",netflix
Movie,The Golden Child,"Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis, Victor Wong, Randall Tex Cobb, James Hong, Shakti Chen, Tau Logo, Tiger Chung Lee",1986,94,"Action & Adventure, Comedies",netflix
Movie,The Guns of Navarone,"Gregory Peck, David Niven, Anthony Quinn, Stanley Baker, Anthony Quayle, James Darren, Irene Papas, Gia Scala, James Robertson Justice, Richard Harris",1961,156,"Action & Adventure, Classic Movies",netflix
Movie,The Interview,"James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang, Timothy Simons, Reese Alexander, James Yi",2014,112,"Action & Adventure, Comedies",netflix
Movie,The Nutty Professor,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon",1996,95,"Comedies, Romantic Movies",netflix
Movie,The Nutty Professor II: The Klumps,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott",2000,107,"Comedies, Romantic Movies",netflix
TV Show,Turning Point: 9/11 and the War on Terror,,2021,1,Docuseries,netflix
Movie,Welcome Home Roscoe Jenkins,"Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K.",2008,114,Comedies,netflix
Movie,In the Line of Fire,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes",1993,129,"Action & Adventure, Classic Movies",netflix
TV Show,Sparking Joy,Marie Kondo,2021,1,Reality TV,netflix
Movie,Untold: Crime & Penalties,,2021,86,"Documentaries, Sports Movies",netflix
TV Show,Hometown Cha-Cha-Cha,"Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk",2021,1,"International TV Shows, Romantic TV Shows, TV Comedies",netflix
TV Show,The Ingenuity of the Househusband,Kenjiro Tsuda,2021,1,"International TV Shows, TV Comedies",netflix
Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy",2008,97,"Comedies, International Movies",netflix
TV Show,Bread Barbershop,"Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim",2020,2,"Kids' TV, TV Comedies",netflix
Movie,Thimmarusu,"Satya Dev, Priyanka Jawalkar, Brahmaji",2021,125,"Dramas, International Movies",netflix
Movie,Wind River,"Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene",2017,107,"Dramas, Independent Movies",netflix
Movie,C Kkompany,"Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra",2008,127,"Action & Adventure, Comedies, International Movies",netflix
TV Show,D.P.,"Jung Hae-in, Koo Kyo-hwan, Kim Sung-kyun, Son Suk-ku",2021,1,"International TV Shows, TV Dramas",netflix
TV Show,Deadly Sins,"Frank Ramirez, Patricia Castañeda, Chela del Río, Patrick Delmas, María José Martínez, Robinson Díaz, Juan Ángel, Guillermo Olarte, Constanza Duque, Marcela Carvajal",2002,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",netflix
Movie,EMI: Liya Hai To Chukana Padega,"Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda",2008,128,"Comedies, Dramas, International Movies",netflix
Movie,He's All That,"Addison Rae, Tanner Buchanan, Rachael Leigh Cook, Madison Pettis, Isabella Crovetti, Matthew Lillard, Peyton Meyer, Annie Jacob, Myra Molloy, Kourtney Kardashian",2021,92,"Comedies, Romantic Movies",netflix
TV Show,I Heart Arlo,"Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea",2021,1,"Kids' TV, TV Comedies",netflix
TV Show,King of Boys: The Return of the King,"Sola Sobowale, Toni Tones, Richard Mofe-Damijo, Efa Iwara, Titi Kuti, Tobechukwu ""iLLbliss"" Ejiofor, Remilekun ""Reminisce"" Safaru, Charles  ""Charly Boy"" Oputa, Nse Ikpe-Etim, Keppy Ekpenyong Bassey, Bimbo Manuel, Akin Lewis, Lord Frank, Osas Ighodaro, Taiwo Ajai-Lycett, Paul Sambo",2021,1,"Crime TV Shows, International TV Shows, TV Dramas",netflix
Movie,Koi Aap Sa,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta",2006,135,"Comedies, Dramas, International Movies",netflix
Movie,Krishna Cottage,"Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi",2004,124,"Action & Adventure, Horror Movies, International Movies",netflix
Movie,Kucch To Hai,"Tusshar Kapoor, Esha Deol, Natassha, Vrajesh Hirjee, Kusumit Sana, Rishi Kapoor, Moon Moon Sen, Johny Lever, Ashay Chitre, Jeetendra",2003,136,"Dramas, International Movies, Thrillers",netflix
Movie,Kyaa Kool Hai Hum,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean",2005,165,"Comedies, International Movies, Music & Musicals",netflix
Movie,Kyaa Kool Hain Hum 3,"Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek, Mandana Karimi, Shakti Kapoor, Darshan Jariwala, Sushmita Mukherjee, Meghna Naidu, Anand Kumar, Claudia Ciesla",2016,124,"Comedies, International Movies",netflix
Movie,Kyaa Super Kool Hain Hum,"Tusshar Kapoor, Riteish Deshmukh, Anupam Kher, Rohit Shetty, Neha Sharma, Chunky Pandey, Sarah-Jane Dias, Razak Khan, Kavin Dave",2012,136,"Comedies, International Movies",netflix
Movie,Kyo Kii... Main Jhuth Nahin Bolta,"Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl",2001,150,"Comedies, International Movies, Sci-Fi & Fantasy",netflix
Movie,"LSD: Love, Sex Aur Dhokha","Nushrat Bharucha, Anshuman Jha, Neha Chauhan, Rajkummar Rao, Arya Banerjee, Amit Sial, Herry Tangri",2010,112,"Dramas, Independent Movies, International Movies",netflix
Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",2008,119,"Action & Adventure, International Movies, Music & Musicals",netflix
Movie,Once Upon a Time in Mumbaai,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Naved Aslam, Asif Basra, Avtar Gill",2010,133,"Dramas, International Movies, Music & Musicals",netflix
Movie,Once Upon a Time in Mumbai Dobaara!,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Sarfaraz Khan, Mahesh Manjrekar, Abhimanyu Singh, Kurush Deboo, Pitobash, Chetan Hansraj",2013,142,"Dramas, International Movies, Music & Musicals",netflix
Movie,Ragini MMS,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",2011,93,"Horror Movies, International Movies",netflix
Movie,Ragini MMS 2,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra",2014,113,"Horror Movies, International Movies",netflix
TV Show,Rebellion,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson",2016,2,"International TV Shows, TV Dramas",netflix
TV Show,RIDE ON TIME,"King & Prince, Hey! Say! JUMP, KAT-TUN, NEWS, Kansai Johnny's Jr., Snow Man, Tomoyuki Yara, Travis Japan, Bi shonen, SixTONES, HiHi Jets, Kis-My-Ft2, Koichi Domoto",2021,3,"Docuseries, International TV Shows",netflix
Movie,SAS: Rise of the Black Swan,"Sam Heughan, Ruby Rose, Andy Serkis, Hannah John-Kamen, Tom Wilkinson, Tom Hopper, Noel Clarke, Anne Reid, Owain Yeoman, Jing Lusi, Ray Panthaki, Richard McCabe, Douglas Reith",2021,124,"Action & Adventure, International Movies",netflix
Movie,Shootout at Lokhandwala,"Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Arbaaz Khan, Abhishek Bachchan, Vivek Oberoi, Tusshar Kapoor, Rohit Roy, Shabbir Ahluwalia, Dia Mirza, Amrita Singh, Neha Dhupia",2007,116,"Action & Adventure, Dramas, International Movies",netflix
Movie,Shor In the City,"Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary",2011,106,"Comedies, Dramas, Independent Movies",netflix
